ano,mes,data,regiao,uf,cidade,pm25,pm10,no2,co,o3,temperatura_media,umidade,indice_qualidade_ar,nivel_qualidade
2016,5,2016-05-01,Sudeste,ES,Vila Velha,32.38,39.35,27.95,1.52,22.93,24.1,85.2,60.42,Moderada
2016,5,2016-05-01,Sudeste,ES,Serra,31.15,71.56,8.84,1.46,37.55,24.4,76.5,63.55,Moderada
2016,5,2016-05-01,Sul,PR,Curitiba,54.65,79.77,22.04,0.43,41.01,21.8,49.5,82.18,Ruim
2016,5,2016-05-01,Sul,PR,Londrina,19.9,92.46,22.79,1.09,35.55,23.2,79.3,59.01,Moderada
2016,5,2016-05-01,Sul,SC,Florianópolis,30.15,66.39,35.95,1.07,50.66,26.9,61.8,66.34,Moderada
2016,5,2016-05-01,Sul,SC,Joinville,33.98,53.17,30.3,0.82,35.23,23.3,53.6,61.56,Moderada
2016,5,2016-05-01,Sul,RS,Porto Alegre,32.48,40.63,30.41,0.91,37.74,23.5,91.8,58.08,Moderada
2016,5,2016-05-01,Sul,RS,Caxias do Sul,36.9,64.23,21.8,0.83,43.0,26.2,93.2,65.62,Moderada
2016,6,2016-06-01,Norte,AM,Manaus,40.09,61.71,34.63,0.36,40.31,30.5,90.3,67.08,Moderada
2016,6,2016-06-01,Norte,PA,Belém,40.62,75.15,13.23,0.51,32.81,23.5,73.2,66.03,Moderada
2016,6,2016-06-01,Norte,PA,Santarém,31.52,104.0,26.82,0.56,44.16,30.1,48.4,69.99,Moderada
2016,6,2016-06-01,Norte,RO,Porto Velho,25.12,87.94,32.27,0.98,42.22,24.8,70.2,64.69,Moderada
2016,6,2016-06-01,Norte,TO,Palmas,33.53,46.42,39.75,1.63,35.07,24.5,93.9,68.23,Moderada
2016,6,2016-06-01,Nordeste,BA,Salvador,41.7,74.67,13.95,0.5,37.47,23.8,57.0,67.42,Moderada
2016,6,2016-06-01,Nordeste,BA,Feira de Santana,27.53,59.45,23.5,1.29,29.05,25.2,59.7,58.7,Moderada
2016,6,2016-06-01,Nordeste,PE,Recife,48.87,101.24,26.73,1.68,47.0,25.2,41.7,94.13,Ruim
2016,6,2016-06-01,Nordeste,PE,Jaboatão dos Guararapes,36.08,81.13,23.54,1.32,38.07,25.0,42.3,72.99,Moderada
2016,6,2016-06-01,Nordeste,CE,Fortaleza,29.71,46.04,20.63,1.74,35.25,25.8,92.6,60.83,Moderada
2016,6,2016-06-01,Nordeste,CE,Juazeiro do Norte,33.62,50.77,41.86,1.05,40.58,28.6,83.7,65.86,Moderada
2016,6,2016-06-01,Nordeste,MA,São Luís,37.39,67.28,32.63,1.08,25.35,26.6,63.0,69.78,Moderada
2016,6,2016-06-01,Nordeste,PB,João Pessoa,33.2,48.15,31.1,0.59,43.99,22.9,77.6,58.8,Moderada
2016,6,2016-06-01,Centro-Oeste,DF,Brasília,42.08,71.24,25.33,1.14,30.87,27.2,84.0,74.26,Moderada
2016,6,2016-06-01,Centro-Oeste,GO,Goiânia,27.91,24.76,19.37,1.61,17.12,26.8,54.8,50.77,Moderada
2016,6,2016-06-01,Centro-Oeste,GO,Aparecida de Goiânia,28.93,63.99,17.14,1.66,46.12,25.8,45.1,64.2,Moderada
2016,6,2016-06-01,Centro-Oeste,MT,Cuiabá,32.23,54.81,30.33,1.04,52.37,26.3,51.6,63.83,Moderada
2016,6,2016-06-01,Centro-Oeste,MS,Campo Grande,24.21,89.83,25.6,1.3,33.11,25.0,40.4,64.37,Moderada
2016,6,2016-06-01,Sudeste,SP,São Paulo,44.6,59.86,32.11,0.37,35.39,21.7,84.3,69.63,Moderada
2016,6,2016-06-01,Sudeste,SP,Campinas,63.65,51.99,23.5,1.47,44.96,27.8,53.6,92.41,Ruim
2016,6,2016-06-01,Sudeste,SP,Ribeirão Preto,42.53,63.12,24.62,0.5,42.71,24.4,49.0,68.49,Moderada
2016,6,2016-06-01,Sudeste,RJ,Rio de Janeiro,32.5,72.13,16.16,1.62,49.14,26.1,71.3,69.23,Moderada
2016,6,2016-06-01,Sudeste,RJ,Niterói,35.14,98.35,16.06,1.35,53.4,23.9,40.3,76.39,Moderada
2016,6,2016-06-01,Sudeste,RJ,Nova Iguaçu,27.11,80.24,10.91,0.93,34.97,30.2,55.6,58.11,Moderada
2016,6,2016-06-01,Sudeste,RJ,Petrópolis,19.45,51.56,20.53,1.42,32.76,28.1,55.6,50.13,Moderada
2016,6,2016-06-01,Sudeste,MG,Belo Horizonte,40.03,64.67,17.53,1.29,41.98,25.7,85.0,71.09,Moderada
2016,6,2016-06-01,Sudeste,MG,Uberlândia,36.76,86.83,25.44,1.42,39.35,25.1,75.5,76.46,Moderada
2016,6,2016-06-01,Sudeste,MG,Juiz de Fora,35.27,59.71,21.03,0.59,44.1,29.5,49.1,61.04,Moderada
2016,6,2016-06-01,Sudeste,ES,Vitória,31.42,80.38,18.26,1.68,48.96,20.2,45.4,71.24,Moderada
2016,6,2016-06-01,Sudeste,ES,Vila Velha,38.39,58.31,14.88,1.6,43.89,25.4,47.2,70.03,Moderada
2016,6,2016-06-01,Sudeste,ES,Serra,54.78,66.12,25.4,0.47,22.81,28.3,53.1,78.25,Moderada
2016,6,2016-06-01,Sul,PR,Curitiba,26.39,84.2,39.23,0.64,54.03,27.4,60.8,65.17,Moderada
2016,6,2016-06-01,Sul,PR,Londrina,43.63,83.85,13.64,0.59,29.4,22.9,49.4,71.27,Moderada
2016,6,2016-06-01,Sul,SC,Florianópolis,46.52,61.97,23.22,1.29,34.9,27.6,58.9,76.99,Moderada
2016,6,2016-06-01,Sul,SC,Joinville,35.65,136.45,17.36,1.18,43.08,25.9,56.6,84.25,Ruim
2016,6,2016-06-01,Sul,RS,Porto Alegre,34.21,61.84,35.46,1.7,42.54,23.0,93.5,72.93,Moderada
2016,6,2016-06-01,Sul,RS,Caxias do Sul,55.71,80.09,30.59,1.15,42.25,25.7,94.3,91.26,Ruim
2016,7,2016-07-01,Norte,AM,Manaus,26.65,71.0,17.53,0.9,43.26,25.3,46.1,57.63,Moderada
2016,7,2016-07-01,Norte,PA,Belém,37.1,68.12,38.55,0.75,45.43,26.1,84.8,70.6,Moderada
2016,7,2016-07-01,Norte,PA,Santarém,29.31,78.78,37.66,1.07,16.38,27.6,76.4,65.68,Moderada
2016,7,2016-07-01,Norte,RO,Porto Velho,37.76,53.83,21.0,1.79,43.0,22.7,83.7,71.3,Moderada
2016,7,2016-07-01,Norte,TO,Palmas,47.58,67.45,38.62,1.59,51.19,23.7,66.0,87.16,Ruim
2016,7,2016-07-01,Nordeste,BA,Salvador,36.3,85.3,30.39,1.4,47.54,22.7,60.7,77.51,Moderada
2016,7,2016-07-01,Nordeste,BA,Feira de Santana,37.35,78.34,17.33,1.73,35.52,27.4,63.4,74.94,Moderada
2016,7,2016-07-01,Nordeste,PE,Recife,33.28,50.4,15.1,1.29,46.11,24.9,66.0,61.22,Moderada
2016,7,2016-07-01,Nordeste,PE,Jaboatão dos Guararapes,38.11,44.13,13.6,1.55,32.34,24.9,72.9,64.34,Moderada
2016,7,2016-07-01,Nordeste,CE,Fortaleza,38.63,73.38,28.86,1.74,44.69,28.4,78.2,78.74,Moderada
2016,7,2016-07-01,Nordeste,CE,Juazeiro do Norte,37.56,60.1,24.44,0.62,46.18,25.4,42.3,64.53,Moderada
2016,7,2016-07-01,Nordeste,MA,São Luís,18.94,95.81,28.13,0.37,47.32,23.0,93.5,55.73,Moderada
2016,7,2016-07-01,Nordeste,PB,João Pessoa,28.64,68.17,12.37,0.68,43.65,25.8,52.7,55.73,Moderada
2016,7,2016-07-01,Centro-Oeste,DF,Brasília,40.88,59.21,23.4,1.13,44.28,29.0,52.0,70.93,Moderada
2016,7,2016-07-01,Centro-Oeste,GO,Goiânia,46.79,63.36,11.17,1.37,40.57,21.6,72.1,75.8,Moderada
2016,7,2016-07-01,Centro-Oeste,GO,Aparecida de Goiânia,26.14,76.56,15.31,0.34,37.35,23.7,81.0,52.97,Moderada
2016,7,2016-07-01,Centro-Oeste,MT,Cuiabá,34.45,104.22,26.43,1.2,37.76,21.8,85.2,77.01,Moderada
2016,7,2016-07-01,Centro-Oeste,MS,Campo Grande,15.01,87.69,27.52,1.4,50.0,21.6,66.4,58.52,Moderada
2016,7,2016-07-01,Sudeste,SP,São Paulo,31.65,92.02,25.12,0.76,27.11,25.3,62.0,66.56,Moderada
2016,7,2016-07-01,Sudeste,SP,Campinas,49.37,67.75,24.68,0.37,51.11,23.5,71.6,75.65,Moderada
2016,7,2016-07-01,Sudeste,SP,Ribeirão Preto,27.25,72.99,26.4,0.83,23.0,21.8,93.7,58.29,Moderada
2016,7,2016-07-01,Sudeste,RJ,Rio de Janeiro,20.9,59.57,20.29,1.67,37.33,23.0,93.1,55.85,Moderada
2016,7,2016-07-01,Sudeste,RJ,Niterói,31.11,50.31,11.83,1.04,34.14,27.3,82.5,55.3,Moderada
2016,7,2016-07-01,Sudeste,RJ,Nova Iguaçu,35.04,67.33,37.27,1.75,70.28,26.2,50.5,78.75,Moderada
2016,7,2016-07-01,Sudeste,RJ,Petrópolis,39.77,42.36,18.97,1.23,25.94,25.6,94.5,63.58,Moderada
2016,7,2016-07-01,Sudeste,MG,Belo Horizonte,34.33,56.3,27.17,0.45,31.07,26.5,88.1,58.44,Moderada
2016,7,2016-07-01,Sudeste,MG,Uberlândia,27.56,90.29,10.02,1.24,50.76,27.4,63.6,64.85,Moderada
2016,7,2016-07-01,Sudeste,MG,Juiz de Fora,49.47,82.53,9.71,1.56,42.14,19.2,50.8,84.25,Ruim
2016,7,2016-07-01,Sudeste,ES,Vitória,21.5,82.11,33.42,0.8,43.08,21.3,66.2,58.94,Moderada
2016,7,2016-07-01,Sudeste,ES,Vila Velha,50.3,57.68,31.84,0.83,31.48,28.6,82.9,77.41,Moderada
2016,7,2016-07-01,Sudeste,ES,Serra,40.79,88.96,23.1,0.84,61.67,29.9,89.9,77.64,Moderada
2016,7,2016-07-01,Sul,PR,Curitiba,43.37,68.53,23.22,1.19,20.0,23.8,86.8,73.47,Moderada
2016,7,2016-07-01,Sul,PR,Londrina,28.51,92.22,31.96,0.9,35.21,19.8,54.2,67.43,Moderada
2016,7,2016-07-01,Sul,SC,Florianópolis,39.97,51.98,35.18,0.71,43.67,28.6,43.3,67.78,Moderada
2016,7,2016-07-01,Sul,SC,Joinville,29.91,54.63,38.11,0.31,52.18,22.4,75.3,57.84,Moderada
2016,7,2016-07-01,Sul,RS,Porto Alegre,23.7,68.49,21.46,0.94,37.78,24.6,89.4,55.09,Moderada
2016,7,2016-07-01,Sul,RS,Caxias do Sul,28.36,57.42,26.93,1.52,27.24,22.5,66.4,61.53,Moderada
2016,8,2016-08-01,Norte,AM,Manaus,40.08,73.7,25.19,0.63,42.98,23.2,83.3,70.13,Moderada
2016,8,2016-08-01,Norte,PA,Belém,45.97,86.66,19.26,1.47,45.47,34.3,82.2,84.17,Ruim
2016,8,2016-08-01,Norte,PA,Santarém,31.15,64.07,24.95,0.65,17.99,26.3,94.5,57.32,Moderada
2016,8,2016-08-01,Norte,RO,Porto Velho,52.37,74.57,28.18,0.84,43.69,25.2,91.4,83.91,Ruim
2016,8,2016-08-01,Norte,TO,Palmas,34.83,104.99,12.62,0.92,40.05,27.3,86.3,72.09,Moderada
2016,8,2016-08-01,Nordeste,BA,Salvador,34.51,50.61,20.94,0.44,39.15,25.4,57.0,56.35,Moderada
2016,8,2016-08-01,Nordeste,BA,Feira de Santana,39.44,66.91,16.42,1.28,23.85,33.8,59.8,68.92,Moderada
2016,8,2016-08-01,Nordeste,PE,Recife,28.04,68.1,27.64,1.67,50.41,26.7,59.9,67.54,Moderada
2016,8,2016-08-01,Nordeste,PE,Jaboatão dos Guararapes,25.89,61.36,23.14,1.78,40.94,26.5,83.1,62.76,Moderada
2016,8,2016-08-01,Nordeste,CE,Fortaleza,48.09,62.41,30.27,1.78,38.18,21.6,77.0,84.54,Ruim
2016,8,2016-08-01,Nordeste,CE,Juazeiro do Norte,62.24,71.85,41.93,1.63,36.03,27.6,41.1,101.11,Ruim
2016,8,2016-08-01,Nordeste,MA,São Luís,26.26,84.03,21.4,0.99,51.86,25.5,89.3,63.13,Moderada
2016,8,2016-08-01,Nordeste,PB,João Pessoa,46.65,96.31,17.19,0.81,35.29,22.1,75.6,80.41,Ruim
2016,8,2016-08-01,Centro-Oeste,DF,Brasília,35.34,90.0,20.12,1.49,51.63,27.0,81.7,76.38,Moderada
2016,8,2016-08-01,Centro-Oeste,GO,Goiânia,31.31,55.4,20.89,0.38,50.56,22.2,72.7,55.37,Moderada
2016,8,2016-08-01,Centro-Oeste,GO,Aparecida de Goiânia,33.28,66.44,9.56,1.63,67.04,22.5,65.7,68.69,Moderada
2016,8,2016-08-01,Centro-Oeste,MT,Cuiabá,30.53,75.64,23.3,1.46,49.16,24.3,63.4,68.77,Moderada
2016,8,2016-08-01,Centro-Oeste,MS,Campo Grande,27.43,54.06,16.74,0.9,27.77,24.0,46.4,52.36,Moderada
2016,8,2016-08-01,Sudeste,SP,São Paulo,28.86,95.43,37.52,1.77,37.2,20.0,53.5,77.11,Moderada
2016,8,2016-08-01,Sudeste,SP,Campinas,22.24,68.56,11.2,0.94,39.87,26.9,80.6,51.49,Moderada
2016,8,2016-08-01,Sudeste,SP,Ribeirão Preto,28.86,80.36,35.91,1.78,36.8,26.0,59.8,72.93,Moderada
2016,8,2016-08-01,Sudeste,RJ,Rio de Janeiro,38.76,84.79,23.68,0.96,40.42,19.8,60.4,73.69,Moderada
2016,8,2016-08-01,Sudeste,RJ,Niterói,38.73,99.71,24.61,1.03,46.91,21.8,88.7,78.89,Moderada
2016,8,2016-08-01,Sudeste,RJ,Nova Iguaçu,44.25,63.47,31.35,1.59,34.3,31.9,43.5,79.66,Moderada
2016,8,2016-08-01,Sudeste,RJ,Petrópolis,41.93,89.45,18.3,1.17,44.3,22.1,79.6,78.5,Moderada
2016,8,2016-08-01,Sudeste,MG,Belo Horizonte,33.14,47.24,25.21,0.31,51.19,23.4,44.2,55.54,Moderada
2016,8,2016-08-01,Sudeste,MG,Uberlândia,42.81,65.32,19.04,1.7,41.09,20.9,44.7,77.31,Moderada
2016,8,2016-08-01,Sudeste,MG,Juiz de Fora,42.79,82.46,28.23,0.83,41.94,23.8,78.4,77.03,Moderada
2016,8,2016-08-01,Sudeste,ES,Vitória,30.03,62.95,25.52,0.84,25.04,21.8,80.3,58.39,Moderada
2016,8,2016-08-01,Sudeste,ES,Vila Velha,20.53,53.46,34.82,0.88,37.26,21.4,56.0,51.33,Moderada
2016,8,2016-08-01,Sudeste,ES,Serra,39.16,93.02,44.54,1.33,53.17,24.0,51.8,85.62,Ruim
2016,8,2016-08-01,Sul,PR,Curitiba,41.89,86.94,21.38,0.43,43.48,24.6,53.6,72.59,Moderada
2016,8,2016-08-01,Sul,PR,Londrina,45.18,94.09,32.31,0.81,36.86,26.0,42.3,82.4,Ruim
2016,8,2016-08-01,Sul,SC,Florianópolis,38.51,78.22,13.51,1.45,43.03,25.7,60.5,73.48,Moderada
2016,8,2016-08-01,Sul,SC,Joinville,44.17,51.62,23.23,1.74,56.06,26.1,48.9,77.99,Moderada
2016,8,2016-08-01,Sul,RS,Porto Alegre,40.37,61.58,27.45,0.89,36.67,21.0,40.3,69.39,Moderada
2016,8,2016-08-01,Sul,RS,Caxias do Sul,25.95,68.34,23.01,0.55,46.58,22.6,43.3,55.25,Moderada
2016,9,2016-09-01,Norte,AM,Manaus,26.48,46.82,18.22,0.92,38.55,27.6,94.6,51.31,Moderada
2016,9,2016-09-01,Norte,PA,Belém,22.19,84.57,17.78,1.79,43.38,23.5,51.6,64.18,Moderada
2016,9,2016-09-01,Norte,PA,Santarém,46.96,15.35,36.36,0.44,36.96,23.3,92.9,62.42,Moderada
2016,9,2016-09-01,Norte,RO,Porto Velho,36.02,105.5,17.71,0.93,54.22,26.8,74.6,76.12,Moderada
2016,9,2016-09-01,Norte,TO,Palmas,39.48,76.49,30.45,1.73,37.74,29.0,48.8,79.87,Moderada
2016,9,2016-09-01,Nordeste,BA,Salvador,40.86,51.37,22.32,1.02,38.34,20.5,72.2,67.22,Moderada
2016,9,2016-09-01,Nordeste,BA,Feira de Santana,36.01,53.99,28.22,0.78,27.16,33.8,52.8,61.9,Moderada
2016,9,2016-09-01,Nordeste,PE,Recife,32.53,105.77,22.29,0.66,51.53,25.9,41.8,71.76,Moderada
2016,9,2016-09-01,Nordeste,PE,Jaboatão dos Guararapes,29.21,83.83,20.7,1.53,56.36,25.5,59.0,70.3,Moderada
2016,9,2016-09-01,Nordeste,CE,Fortaleza,36.82,52.63,14.18,0.8,34.7,25.4,41.8,59.68,Moderada
2016,9,2016-09-01,Nordeste,CE,Juazeiro do Norte,47.78,57.41,24.92,0.62,32.05,24.5,76.9,71.76,Moderada
2016,9,2016-09-01,Nordeste,MA,São Luís,53.67,71.54,25.98,1.61,25.15,26.8,70.1,88.05,Ruim
2016,9,2016-09-01,Nordeste,PB,João Pessoa,49.73,83.93,17.73,0.49,28.8,23.5,42.8,76.98,Moderada
2016,9,2016-09-01,Centro-Oeste,DF,Brasília,15.23,66.78,21.07,0.53,61.62,28.8,73.1,46.04,Boa
2016,9,2016-09-01,Centro-Oeste,GO,Goiânia,33.82,63.47,28.71,1.43,34.12,25.8,67.6,68.35,Moderada
2016,9,2016-09-01,Centro-Oeste,GO,Aparecida de Goiânia,34.93,76.06,25.49,1.52,39.33,25.0,71.1,72.91,Moderada
2016,9,2016-09-01,Centro-Oeste,MT,Cuiabá,28.38,114.48,22.2,0.8,31.98,22.6,75.4,69.29,Moderada
2016,9,2016-09-01,Centro-Oeste,MS,Campo Grande,40.6,74.59,31.57,1.53,31.83,25.9,64.4,78.5,Moderada
2016,9,2016-09-01,Sudeste,SP,São Paulo,49.28,89.43,18.66,1.16,42.67,25.8,48.2,84.9,Ruim
2016,9,2016-09-01,Sudeste,SP,Campinas,39.26,79.59,23.57,0.82,45.42,25.3,79.9,72.23,Moderada
2016,9,2016-09-01,Sudeste,SP,Ribeirão Preto,54.11,65.23,29.37,0.65,26.66,20.1,94.3,80.23,Ruim
2016,9,2016-09-01,Sudeste,RJ,Rio de Janeiro,39.68,70.07,25.93,1.08,43.4,20.7,67.6,72.72,Moderada
2016,9,2016-09-01,Sudeste,RJ,Niterói,57.37,80.35,19.62,1.47,29.89,28.3,49.3,91.38,Ruim
2016,9,2016-09-01,Sudeste,RJ,Nova Iguaçu,31.58,52.53,20.22,0.38,39.26,25.1,68.7,53.54,Moderada
2016,9,2016-09-01,Sudeste,RJ,Petrópolis,54.08,79.73,6.99,1.19,41.7,26.0,53.8,84.01,Ruim
2016,9,2016-09-01,Sudeste,MG,Belo Horizonte,29.39,94.62,22.59,0.38,44.82,25.2,48.4,63.24,Moderada
2016,9,2016-09-01,Sudeste,MG,Uberlândia,41.8,85.02,25.98,0.98,38.28,24.2,80.7,77.02,Moderada
2016,9,2016-09-01,Sudeste,MG,Juiz de Fora,37.79,75.59,28.71,1.37,36.08,30.8,48.4,74.64,Moderada
2016,9,2016-09-01,Sudeste,ES,Vitória,35.02,62.33,22.24,1.26,40.09,28.2,78.8,66.74,Moderada
2016,9,2016-09-01,Sudeste,ES,Vila Velha,42.53,62.03,20.75,0.75,34.14,22.0,71.9,68.37,Moderada
2016,9,2016-09-01,Sudeste,ES,Serra,27.96,85.15,26.73,0.51,44.07,14.9,54.2,61.6,Moderada
2016,9,2016-09-01,Sul,PR,Curitiba,44.59,91.32,23.18,1.48,36.2,27.7,79.6,84.2,Ruim
2016,9,2016-09-01,Sul,PR,Londrina,46.53,68.88,20.27,0.45,36.99,23.1,49.9,71.43,Moderada
2016,9,2016-09-01,Sul,SC,Florianópolis,41.17,74.25,25.12,0.88,43.72,24.7,88.3,73.32,Moderada
2016,9,2016-09-01,Sul,SC,Joinville,36.83,63.73,27.77,0.38,40.74,28.6,72.9,63.15,Moderada
2016,9,2016-09-01,Sul,RS,Porto Alegre,34.61,59.82,36.39,1.14,46.36,25.2,47.8,68.93,Moderada
2016,9,2016-09-01,Sul,RS,Caxias do Sul,36.34,60.61,14.5,0.94,24.19,19.7,53.4,61.4,Moderada
2016,10,2016-10-01,Norte,AM,Manaus,33.01,93.06,30.17,1.68,28.11,22.8,91.1,76.73,Moderada
2016,10,2016-10-01,Norte,PA,Belém,27.54,67.05,12.53,1.09,34.06,27.0,87.3,56.78,Moderada
2016,10,2016-10-01,Norte,PA,Santarém,32.42,63.22,13.47,1.3,45.5,28.0,81.2,63.27,Moderada
2016,10,2016-10-01,Norte,RO,Porto Velho,25.65,65.26,19.55,1.66,28.17,21.9,62.4,60.42,Moderada
2016,10,2016-10-01,Norte,TO,Palmas,28.45,46.5,18.14,0.8,16.37,24.8,56.3,49.79,Boa
2016,10,2016-10-01,Nordeste,BA,Salvador,38.06,59.43,23.24,1.36,39.2,19.9,53.7,69.71,Moderada
2016,10,2016-10-01,Nordeste,BA,Feira de Santana,29.95,99.44,25.08,1.48,40.67,23.4,91.4,74.01,Moderada
2016,10,2016-10-01,Nordeste,PE,Recife,33.61,93.18,10.14,0.63,48.19,25.4,90.6,65.96,Moderada
2016,10,2016-10-01,Nordeste,PE,Jaboatão dos Guararapes,38.96,76.52,32.57,1.42,20.55,30.0,70.2,75.75,Moderada
2016,10,2016-10-01,Nordeste,CE,Fortaleza,22.5,60.87,34.52,0.71,30.34,25.7,51.2,52.8,Moderada
2016,10,2016-10-01,Nordeste,CE,Juazeiro do Norte,26.06,99.94,43.27,1.0,38.99,21.2,82.8,71.14,Moderada
2016,10,2016-10-01,Nordeste,MA,São Luís,42.99,53.6,19.97,1.61,26.38,25.4,71.1,72.59,Moderada
2016,10,2016-10-01,Nordeste,PB,João Pessoa,37.53,48.12,25.67,1.16,33.35,31.5,49.0,64.84,Moderada
2016,10,2016-10-01,Centro-Oeste,DF,Brasília,46.61,63.19,28.2,1.64,42.06,23.7,69.1,82.11,Ruim
2016,10,2016-10-01,Centro-Oeste,GO,Goiânia,23.8,72.26,31.0,0.91,35.23,28.1,43.9,58.06,Moderada
2016,10,2016-10-01,Centro-Oeste,GO,Aparecida de Goiânia,41.28,77.46,31.42,1.1,33.03,28.2,78.1,76.5,Moderada
2016,10,2016-10-01,Centro-Oeste,MT,Cuiabá,41.82,88.28,26.67,0.87,23.38,21.6,87.4,75.7,Moderada
2016,10,2016-10-01,Centro-Oeste,MS,Campo Grande,44.31,51.07,15.54,1.38,39.13,24.1,82.7,71.49,Moderada
2016,10,2016-10-01,Sudeste,SP,São Paulo,17.44,62.52,14.33,0.86,25.02,26.6,54.2,44.3,Boa
2016,10,2016-10-01,Sudeste,SP,Campinas,44.38,72.47,8.01,1.77,48.61,21.5,86.0,79.06,Moderada
2016,10,2016-10-01,Sudeste,SP,Ribeirão Preto,44.63,19.49,30.03,0.51,32.1,23.7,60.2,59.82,Moderada
2016,10,2016-10-01,Sudeste,RJ,Rio de Janeiro,31.21,74.11,31.27,0.31,34.59,26.2,79.6,60.38,Moderada
2016,10,2016-10-01,Sudeste,RJ,Niterói,25.72,44.77,11.43,0.99,36.02,23.8,92.2,48.73,Boa
2016,10,2016-10-01,Sudeste,RJ,Nova Iguaçu,46.23,77.11,20.34,0.65,25.64,23.9,76.1,73.73,Moderada
2016,10,2016-10-01,Sudeste,RJ,Petrópolis,18.86,57.95,23.37,1.19,25.37,21.3,91.5,49.37,Boa
2016,10,2016-10-01,Sudeste,MG,Belo Horizonte,38.73,77.82,27.62,1.58,51.88,22.5,93.5,79.07,Moderada
2016,10,2016-10-01,Sudeste,MG,Uberlândia,36.87,71.07,26.74,0.44,28.19,23.0,79.0,64.0,Moderada
2016,10,2016-10-01,Sudeste,MG,Juiz de Fora,28.1,57.57,13.67,1.12,36.01,24.9,52.1,55.68,Moderada
2016,10,2016-10-01,Sudeste,ES,Vitória,24.9,90.26,32.74,0.57,54.08,23.2,40.2,63.13,Moderada
2016,10,2016-10-01,Sudeste,ES,Vila Velha,32.17,76.17,15.21,1.09,42.9,25.7,46.2,64.77,Moderada
2016,10,2016-10-01,Sudeste,ES,Serra,31.59,32.66,17.45,1.32,26.39,24.8,44.3,54.19,Moderada
2016,10,2016-10-01,Sul,PR,Curitiba,29.29,70.33,27.27,1.69,30.73,23.4,67.7,67.32,Moderada
2016,10,2016-10-01,Sul,PR,Londrina,18.67,69.5,22.5,0.8,57.06,24.0,57.7,51.92,Moderada
2016,10,2016-10-01,Sul,SC,Florianópolis,38.35,70.84,20.6,1.73,33.57,24.0,56.9,74.56,Moderada
2016,10,2016-10-01,Sul,SC,Joinville,38.73,87.98,33.67,0.96,40.66,27.5,61.9,77.01,Moderada
2016,10,2016-10-01,Sul,RS,Porto Alegre,7.48,54.32,6.52,1.02,38.06,29.1,53.7,33.87,Boa
2016,10,2016-10-01,Sul,RS,Caxias do Sul,42.15,61.12,32.34,1.15,28.89,27.0,53.2,73.42,Moderada
2016,11,2016-11-01,Norte,AM,Manaus,39.25,84.06,33.2,1.66,20.76,27.2,47.4,80.02,Ruim
2016,11,2016-11-01,Norte,PA,Belém,32.07,61.95,31.51,1.27,41.0,27.1,88.6,66.47,Moderada
2016,11,2016-11-01,Norte,PA,Santarém,24.97,75.42,25.89,0.4,53.43,26.9,67.2,56.33,Moderada
2016,11,2016-11-01,Norte,RO,Porto Velho,40.93,79.27,23.07,0.96,51.67,31.4,55.8,75.23,Moderada
2016,11,2016-11-01,Norte,TO,Palmas,40.81,90.18,28.59,1.06,38.34,30.9,52.7,78.72,Moderada
2016,11,2016-11-01,Nordeste,BA,Salvador,6.83,76.01,30.16,1.05,33.7,28.2,59.7,44.43,Boa
2016,11,2016-11-01,Nordeste,BA,Feira de Santana,33.09,105.26,42.45,1.05,43.7,27.5,66.3,79.49,Moderada
2016,11,2016-11-01,Nordeste,PE,Recife,24.47,87.89,23.17,1.44,63.23,26.3,88.8,67.65,Moderada
2016,11,2016-11-01,Nordeste,PE,Jaboatão dos Guararapes,22.03,68.76,25.27,1.36,48.6,22.0,66.5,59.06,Moderada
2016,11,2016-11-01,Nordeste,CE,Fortaleza,26.65,87.83,24.31,0.79,32.7,25.1,83.5,61.58,Moderada
2016,11,2016-11-01,Nordeste,CE,Juazeiro do Norte,27.27,92.43,20.11,0.85,27.92,28.6,56.3,62.24,Moderada
2016,11,2016-11-01,Nordeste,MA,São Luís,40.28,76.83,34.05,1.01,31.51,26.0,53.8,75.17,Moderada
2016,11,2016-11-01,Nordeste,PB,João Pessoa,35.24,62.56,20.02,0.79,37.73,28.7,85.7,62.46,Moderada
2016,11,2016-11-01,Centro-Oeste,DF,Brasília,24.53,54.7,31.56,0.85,28.65,25.9,85.2,53.32,Moderada
2016,11,2016-11-01,Centro-Oeste,GO,Goiânia,28.73,74.02,16.6,1.24,52.99,31.8,79.4,63.7,Moderada
2016,11,2016-11-01,Centro-Oeste,GO,Aparecida de Goiânia,39.62,78.38,19.59,0.94,48.35,23.5,85.9,72.55,Moderada
2016,11,2016-11-01,Centro-Oeste,MT,Cuiabá,27.96,77.22,24.86,1.04,36.39,24.1,48.9,62.62,Moderada
2016,11,2016-11-01,Centro-Oeste,MS,Campo Grande,37.99,64.83,22.45,1.47,24.64,22.9,73.0,70.22,Moderada
2016,11,2016-11-01,Sudeste,SP,São Paulo,28.81,67.54,26.63,1.5,42.26,27.0,94.5,65.73,Moderada
2016,11,2016-11-01,Sudeste,SP,Campinas,32.25,67.66,16.82,1.04,25.02,21.6,62.9,61.0,Moderada
2016,11,2016-11-01,Sudeste,SP,Ribeirão Preto,26.55,54.68,27.81,0.38,39.48,20.7,72.4,51.5,Moderada
